Time,Voltage,Current_L,Current_R,Current_C,Power_R,Power_Total
      0.45300000,     23.62030621,      0.31600600,      0.23620306,      0.07980293,      5.57918865,      7.58414391,
      0.45320000,     23.63625833,      0.31608034,      0.23636258,      0.07971776,      5.58672708,      7.58592814,
      0.45340000,     23.65219312,      0.31615149,      0.23652193,      0.07962956,      5.59426239,      7.58763585,
      0.45360000,     23.66810997,      0.31621946,      0.23668110,      0.07953836,      5.60179430,      7.58926711,
      0.45380000,     23.68400828,      0.31628425,      0.23684008,      0.07944417,      5.60932248,      7.59082202,
      0.45400000,     23.69988745,      0.31634586,      0.23699887,      0.07934699,      5.61684665,      7.59230066,
      0.45420000,     23.71574689,      0.31640430,      0.23715747,      0.07924683,      5.62436650,      7.59370313,
      0.45440000,     23.73158599,      0.31645956,      0.23731586,      0.07914370,      5.63188174,      7.59502952,
      0.45460000,     23.74740418,      0.31651166,      0.23747404,      0.07903762,      5.63939205,      7.59627994,
      0.45480000,     23.76320085,      0.31656060,      0.23763201,      0.07892859,      5.64689715,      7.59745448,
      0.45500000,     23.77897542,      0.31660639,      0.23778975,      0.07881663,      5.65439672,      7.59855325,
      0.45520000,     23.79472730,      0.31664901,      0.23794727,      0.07870174,      5.66189047,      7.59957635,
      0.45540000,     23.81045591,      0.31668850,      0.23810456,      0.07858394,      5.66937811,      7.60052390,
      0.45560000,     23.82616067,      0.31672483,      0.23826161,      0.07846323,      5.67685932,      7.60139602,
      0.45580000,     23.84184100,      0.31675803,      0.23841841,      0.07833962,      5.68433382,      7.60219280,
      0.45600000,     23.85749632,      0.31678810,      0.23857496,      0.07821314,      5.69180131,      7.60291439,
      0.45620000,     23.87312605,      0.31681504,      0.23873126,      0.07808378,      5.69926147,      7.60356088,
      0.45640000,     23.88872963,      0.31683885,      0.23888730,      0.07795155,      5.70671403,      7.60413242,
      0.45660000,     23.90430647,      0.31685955,      0.23904306,      0.07781648,      5.71415868,      7.60462912,
      0.45680000,     23.91985602,      0.31687713,      0.23919856,      0.07767857,      5.72159512,      7.60505112,
      0.45700000,     23.93537771,      0.31689161,      0.23935378,      0.07753783,      5.72902306,      7.60539855,
      0.45720000,     23.95087096,      0.31690298,      0.23950871,      0.07739427,      5.73644220,      7.60567154,
      0.45740000,     23.96633523,      0.31691126,      0.23966335,      0.07724791,      5.74385224,      7.60587023,
      0.45760000,     23.98176994,      0.31691645,      0.23981770,      0.07709875,      5.75125290,      7.60599477,
      0.45780000,     23.99717455,      0.31691855,      0.23997175,      0.07694681,      5.75864386,      7.60604529,
      0.45800000,     24.01254849,      0.31691758,      0.24012548,      0.07679210,      5.76602485,      7.60602193,
      0.45820000,     24.02789122,      0.31691354,      0.24027891,      0.07663462,      5.77339556,      7.60592486,
      0.45840000,     24.04320217,      0.31690643,      0.24043202,      0.07647440,      5.78075571,      7.60575422,
      0.45860000,     24.05848081,      0.31689626,      0.24058481,      0.07631145,      5.78810499,      7.60551017,
      0.45880000,     24.07372658,      0.31688304,      0.24073727,      0.07614577,      5.79544311,      7.60519286,
      0.45900000,     24.08893894,      0.31686677,      0.24088939,      0.07597738,      5.80276979,      7.60480245,
      0.45920000,     24.10411735,      0.31684746,      0.24104117,      0.07580629,      5.81008473,      7.60433910,
      0.45940000,     24.11926128,      0.31682512,      0.24119261,      0.07563251,      5.81738765,      7.60380298,
      0.45960000,     24.13437018,      0.31679976,      0.24134370,      0.07545606,      5.82467824,      7.60319425,
      0.45980000,     24.14944352,      0.31677138,      0.24149444,      0.07527694,      5.83195622,      7.60251308,
      0.46000000,     24.16448077,      0.31673999,      0.24164481,      0.07509518,      5.83922131,      7.60175965,
      0.46020000,     24.17948140,      0.31670559,      0.24179481,      0.07491077,      5.84647321,      7.60093413,
      0.46040000,     24.19444490,      0.31666820,      0.24194445,      0.07472375,      5.85371164,      7.60003669,
      0.46060000,     24.20937072,      0.31662781,      0.24209371,      0.07453411,      5.86093631,      7.59906752,
      0.46080000,     24.22425836,      0.31658445,      0.24224258,      0.07434187,      5.86814693,      7.59802680,
      0.46100000,     24.23910728,      0.31653811,      0.24239107,      0.07414704,      5.87534322,      7.59691471,
      0.46120000,     24.25391699,      0.31648881,      0.24253917,      0.07394964,      5.88252489,      7.59573143,
      0.46140000,     24.26868696,      0.31643655,      0.24268687,      0.07374968,      5.88969167,      7.59447717,
      0.46160000,     24.28341669,      0.31638134,      0.24283417,      0.07354717,      5.89684326,      7.59315210,
      0.46180000,     24.29810566,      0.31632318,      0.24298106,      0.07334213,      5.90397939,      7.59175643,
      0.46200000,     24.31275337,      0.31626210,      0.24312753,      0.07313456,      5.91109977,      7.59029035,
      0.46220000,     24.32735932,      0.31619809,      0.24327359,      0.07292449,      5.91820412,      7.58875406,
      0.46240000,     24.34192301,      0.31613116,      0.24341923,      0.07271193,      5.92529216,      7.58714777,
      0.46260000,     24.35644394,      0.31606132,      0.24356444,      0.07249688,      5.93236361,      7.58547167,
      0.46280000,     24.37092161,      0.31598858,      0.24370922,      0.07227937,      5.93941820,      7.58372597,
      0.46300000,     24.38535553,      0.31591295,      0.24385356,      0.07205940,      5.94645564,      7.58191088,
      0.46320000,     24.39974521,      0.31583444,      0.24399745,      0.07183699,      5.95347567,      7.58002662,
      0.46340000,     24.41409017,      0.31575306,      0.24414090,      0.07161216,      5.96047799,      7.57807340,
      0.46360000,     24.42838992,      0.31566881,      0.24428390,      0.07138491,      5.96746234,      7.57605143,
      0.46380000,     24.44264398,      0.31558171,      0.24442644,      0.07115527,      5.97442845,      7.57396093,
      0.46400000,     24.45685187,      0.31549176,      0.24456852,      0.07092324,      5.98137603,      7.57180212,
      0.46420000,     24.47101311,      0.31539897,      0.24471013,      0.07068884,      5.98830483,      7.56957523,
      0.46440000,     24.48512724,      0.31530335,      0.24485127,      0.07045208,      5.99521456,      7.56728047,
      0.46460000,     24.49919378,      0.31520492,      0.24499194,      0.07021298,      6.00210496,      7.56491809,
      0.46480000,     24.51321227,      0.31510368,      0.24513212,      0.06997156,      6.00897576,      7.56248829,
      0.46500000,     24.52718224,      0.31499964,      0.24527182,      0.06972782,      6.01582669,      7.55999133,
      0.46520000,     24.54110323,      0.31489281,      0.24541103,      0.06948178,      6.02265748,      7.55742743,
      0.46540000,     24.55497479,      0.31478320,      0.24554975,      0.06923345,      6.02946787,      7.55479682,
      0.46560000,     24.56879646,      0.31467082,      0.24568796,      0.06898286,      6.03625759,      7.55209975,
      0.46580000,     24.58256778,      0.31455569,      0.24582568,      0.06873001,      6.04302639,      7.54933646,
      0.46600000,     24.59628831,      0.31443780,      0.24596288,      0.06847492,      6.04977398,      7.54650718,
      0.46620000,     24.60995759,      0.31431717,      0.24609958,      0.06821760,      6.05650013,      7.54361217,
      0.46640000,     24.62357520,      0.31419382,      0.24623575,      0.06795807,      6.06320456,      7.54065167,
      0.46660000,     24.63714068,      0.31406775,      0.24637141,      0.06769634,      6.06988701,      7.53762593,
      0.46680000,     24.65065359,      0.31393897,      0.24650654,      0.06743243,      6.07654723,      7.53453520,
      0.46700000,     24.66411351,      0.31380749,      0.24664114,      0.06716635,      6.08318495,      7.53137973,
      0.46720000,     24.67752000,      0.31367332,      0.24677520,      0.06689812,      6.08979993,      7.52815979,
      0.46740000,     24.69087263,      0.31353648,      0.24690873,      0.06662776,      6.09639191,      7.52487562,
      0.46760000,     24.70417097,      0.31339698,      0.24704171,      0.06635527,      6.10296063,      7.52152749,
      0.46780000,     24.71741460,      0.31325482,      0.24717415,      0.06608067,      6.10950585,      7.51811567,
      0.46800000,     24.73060310,      0.31311002,      0.24730603,      0.06580399,      6.11602730,      7.51464040,
      0.46820000,     24.74373606,      0.31296258,      0.24743736,      0.06552522,      6.12252474,      7.51110196,
      0.46840000,     24.75681305,      0.31281253,      0.24756813,      0.06524440,      6.12899793,      7.50750063,
      0.46860000,     24.76983368,      0.31265986,      0.24769834,      0.06496152,      6.13544660,      7.50383665,
      0.46880000,     24.78279752,      0.31250460,      0.24782798,      0.06467662,      6.14187053,      7.50011032,
      0.46900000,     24.79570419,      0.31234675,      0.24795704,      0.06438970,      6.14826946,      7.49632189,
      0.46920000,     24.80855327,      0.31218632,      0.24808553,      0.06410079,      6.15464315,      7.49247165,
      0.46940000,     24.82134436,      0.31202333,      0.24821344,      0.06380988,      6.16099136,      7.48855988,
      0.46960000,     24.83407708,      0.31185779,      0.24834077,      0.06351701,      6.16731384,      7.48458685,
      0.46980000,     24.84675103,      0.31168970,      0.24846751,      0.06322219,      6.17361037,      7.48055284,
      0.47000000,     24.85936582,      0.31151909,      0.24859366,      0.06292543,      6.17988069,      7.47645813,
      0.47020000,     24.87192107,      0.31134596,      0.24871921,      0.06262675,      6.18612458,      7.47230302,
      0.47040000,     24.88441639,      0.31117032,      0.24884416,      0.06232616,      6.19234179,      7.46808779,
      0.47060000,     24.89685141,      0.31099220,      0.24896851,      0.06202368,      6.19853210,      7.46381272,
      0.47080000,     24.90922574,      0.31081159,      0.24909226,      0.06171933,      6.20469527,      7.45947811,
      0.47100000,     24.92153902,      0.31062851,      0.24921539,      0.06141312,      6.21083107,      7.45508425,
      0.47120000,     24.93379087,      0.31044298,      0.24933791,      0.06110507,      6.21693927,      7.45063143,
      0.47140000,     24.94598093,      0.31025500,      0.24945981,      0.06079519,      6.22301965,      7.44611995,
      0.47160000,     24.95810883,      0.31006459,      0.24958109,      0.06048350,      6.22907196,      7.44155010,
      0.47180000,     24.97017421,      0.30987176,      0.24970174,      0.06017002,      6.23509600,      7.43692220,
      0.47200000,     24.98217672,      0.30967652,      0.24982177,      0.05985475,      6.24109154,      7.43223653,
      0.47220000,     24.99411600,      0.30947889,      0.24994116,      0.05953773,      6.24705835,      7.42749340,
